"","Kingdom","Phylum","Class","Order","Lineage","Clade","Tribe"
"646435","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"643691","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"647614","k__Bacteria","p__TM6","c__SBRH58","o__","f__","g__","s__"
"621424","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"657551","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Bradyrhizobiaceae","g__Bradyrhizobium","s__"
"636347","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"639266","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Corynebacteriaceae","g__Corynebacterium","s__"
"659786","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"660306","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"659323","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Gemmatales","f__Isosphaeraceae","g__","s__"
"658364","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__","s__"
"646251","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"646339","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"493621","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Streptophyta","f__","g__","s__"
"655730","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__","s__"
"649699","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"660212","k__Bacteria","p__Proteobacteria","unclassified","unclassified","unclassified","unclassified","unclassified"
"656608","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"656403","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"610499","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__Sediminibacterium","s__"
"627883","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","unclassified","unclassified","unclassified","unclassified"
"599735","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","gamII","gamII-A","unclassified"
"649449","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__envOPS12","f__","g__","s__"
"602665","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","f__Comamonadaceae","unclassified","unclassified"
"392286","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betI","unclassified","unclassified"
"647545","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"657489","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","unclassified","unclassified"
"593224","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__","g__","s__"
"650287","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betVII","betVII-A","unclassified"
"658722","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"651077","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"549423","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"627156","k__Bacteria","p__Lentisphaerae","c__[Lentisphaeria]","o__Victivallales","f__Victivallaceae","g__","s__"
"656192","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"637563","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"655253","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__Trebouxiophyceae","g__","s__"
"637353","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"605531","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Myxococcales","f__Polyangiaceae","g__","s__"
"578014","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"593935","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"595469","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Rickettsiaceae","g__","s__"
"555079","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"605627","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","unclassified","unclassified","unclassified"
"659227","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Crenotrichaceae","g__Crenothrix","s__"
"657149","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Koribacteraceae","g__CandidatusKoribacter","s__"
"646972","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659960","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","alfI","alfI-A","alfI-A1"
"660250","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","unclassified","unclassified"
"648488","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Methylococcales","f__Methylococcaceae","unclassified","unclassified"
"659912","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","acI","acI-B","acI-B3"
"624617","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"497081","k__Bacteria","p__Armatimonadetes","c__[Fimbriimonadia]","o__[Fimbriimonadales]","f__[Fimbriimonadaceae]","g__Fimbriimonas","s__"
"654748","k__Bacteria","p__Actinobacteria","c__Thermoleophilia","o__Solirubrobacterales","f__","g__","s__"
"654520","k__Bacteria","p__OP8","c__OP8_2","o__","f__","g__","s__"
"644636","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"610708","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__Sediminibacterium","s__"
"656027","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"655630","k__Bacteria","p__Bacteroidetes","c__Sphingobacteriia","o__Sphingobacteriales","f__","g__","s__"
"474293","k__Archaea","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"656759","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"539297","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"588902","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__Rickettsiaceae","g__Rickettsia","s__"
"629215","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Neisseriales","f__Neisseriaceae","g__Chromobacterium","s__"
"656554","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Hyphomicrobium","unclassified"
"588444","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"588368","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"643301","k__Bacteria","p__Bacteroidetes","c__At12OctB3","o__","f__","g__","s__"
"434054","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Spirobacillales","f__","g__","s__"
"657751","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"649685","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"501365","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"638451","k__Bacteria","p__Cyanobacteria","c__Oscillatoriophycideae","unclassified","unclassified","unclassified","unclassified"
"654904","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"645636","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"660270","k__Bacteria","p__Chlamydiae","c__Chlamydiia","o__Chlamydiales","f__","g__","s__"
"640247","k__Bacteria","p__Chlorobi","c__SJA-28","o__","f__","g__","s__"
"198767","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"625037","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","unclassified","unclassified"
"581815","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"656734","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"637428","k__Bacteria","p__Bacteroidetes","unclassified","unclassified","unclassified","unclassified","unclassified"
"646660","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","unclassified","unclassified","unclassified","unclassified"
"657974","k__Bacteria","p__Acidobacteria","c__TM1","o__","f__","g__","s__"
"655055","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Agrobacterium","s__"
"657618","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfuromonadales","f__Geobacteraceae","g__Geobacter","s__"
"640379","k__Bacteria","p__Actinobacteria","c__Thermoleophilia","o__Gaiellales","f__","g__","s__"
"521499","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Microbacteriaceae","g__CandidatusRhodoluna","s__"
"630326","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Microbacteriaceae","g__Salinibacterium","s__"
"660173","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","unclassified","unclassified","unclassified","unclassified"
"615494","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"547665","k__Bacteria","p__Bacteroidetes","c__Flavobacteriia","o__Flavobacteriales","bacV","unclassified","unclassified"
"575802","k__Bacteria","p__Cyanobacteria","c__Chloroplast","o__Chlorophyta","f__","g__","s__"
"652515","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"654385","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Sinobacteraceae","g__","s__"
"646681","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"588682","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"618302","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Legionellaceae","g__","s__"
"625569","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betII","Pnec","PnecA"
"658381","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"660374","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Mycobacteriaceae","g__Mycobacterium","s__"
"593000","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"659716","k__Bacteria","p__OP3","c__PBS-25","o__","f__","g__","s__"
"536556","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","f__Coxiellaceae","g__","s__"
"640373","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Burkholderiales","betI","unclassified","unclassified"
"646914","k__Bacteria","p__Chloroflexi","c__Anaerolineae","unclassified","unclassified","unclassified","unclassified"
"647226","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Legionellales","unclassified","unclassified","unclassified"
"460028","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","unclassified","unclassified","unclassified"
"655091","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__"
"596691","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"636952","k__Bacteria","p__OP3","c__BD4-9","o__","f__","g__","s__"
"656979","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Methylophilales","betIV","unclassified","unclassified"
"518253","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"468902","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Alteromonadales","f__Alteromonadaceae","g__Cellvibrio","s__"
"616642","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Hyphomicrobiaceae","g__Rhodoplanes","s__"
"650197","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"649408","k__Bacteria","p__OP3","c__koll11","o__GIF10","f__","g__","s__"
"641070","k__Bacteria","p__Verrucomicrobia","c__[Methylacidiphilae]","o__Methylacidiphilales","f__","g__","s__"
"622159","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"320243","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","gamII","gamII-A","gamII-A1"
"653580","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__Syntrophobacter","s__"
"654305","k__Bacteria","p__Chloroflexi","c__Anaerolineae","o__envOPS12","f__","g__","s__"
"638505","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__CandidatusSolibacter","s__"
"650349","k__Bacteria","p__Spirochaetes","c__Spirochaetes","o__Spirochaetales","f__Spirochaetaceae","unclassified","unclassified"
"648520","k__Bacteria","p__Verrucomicrobia","c__[Pedosphaerae]","o__[Pedosphaerales]","f__auto67_4W","g__","s__"
"646348","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"611848","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"593907","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Pirellulales","f__Pirellulaceae","g__","s__"
"628293","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__","f__","g__","s__"
"429940","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","unclassified","unclassified","unclassified"
"627278","k__Bacteria","p__OD1","c__ZB2","o__","f__","g__","s__"
"654938","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Veillonellaceae","g__","s__"
"657723","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Acetobacteraceae","unclassified","unclassified"
"646387","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"658654","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","unclassified","unclassified"
"627274","k__Bacteria","p__Planctomycetes","c__Planctomycetia","o__Pirellulales","f__Pirellulaceae","g__","s__"
"653987","unknown","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"631000","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rickettsiales","f__mitochondria","g__","s__"
"635027","k__Bacteria","p__TM6","c__SJA-4","o__","f__","g__","s__"
"628070","k__Bacteria","p__Chloroflexi","c__Dehalococcoidetes","o__Dehalococcoidales","f__Dehalococcoidaceae","g__","s__"
"635921","k__Bacteria","p__Planctomycetes","c__Phycisphaerae","o__CPla-3","f__","g__","s__"
"657538","k__Bacteria","p__Verrucomicrobia","c__Verruco-5","o__WCHB1-41","f__","g__","s__"
"592810","k__Bacteria","p__Bacteroidetes","c__[Saprospirae]","o__[Saprospirales]","f__Chitinophagaceae","g__","s__"
"641289","k__Bacteria","p__Elusimicrobia","c__Elusimicrobia","o__Elusimicrobiales","f__","g__","s__"
"559804","k__Bacteria","unclassified","unclassified","unclassified","unclassified","unclassified","unclassified"
"653297","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","alfIV","alfIV-B","Pyxis"
"660012","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Methylocystaceae","g__","s__"
"658829","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__Telmatospirillum","s__"
"553353","k__Bacteria","p__OP11","c__OP11-2","o__","f__","g__","s__"
"641223","k__Bacteria","p__Cyanobacteria","c__Chloroplast","unclassified","unclassified","unclassified","unclassified"
"600916","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhodospirillales","f__Rhodospirillaceae","g__","s__"
"584659","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Thiotrichales","unclassified","unclassified","unclassified"
"637522","k__Bacteria","p__Spirochaetes","c__[Leptospirae]","o__[Leptospirales]","f__Sediment-4","g__","s__"
"656291","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","acI","acI-A","acI-A6"
