"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"NSE26JUN09.R2",211,0.00737230121116377,0.0156127691672715,0.00218549552776585,1,-3.77052611246095,0.001,999
"NSE27AUG07.R1",125,0.00622222222222222,0.0222635969302636,0.00335649467843387,1,-4.77920457050336,0.001,999
"NSE27AUG07.R2",122,0.00683060109289617,0.0225918085663077,0.00348318455094772,1,-4.52494182920141,0.001,999
"NSE27JUL09.R1",207,0.0104669887278583,0.0157884669425195,0.00209143276728354,2,-2.54441753897405,0.002,999
"NSE27JUL09.R2",215,0.00801033591731266,0.0154148981022366,0.00208078914044979,1,-3.55853557719133,0.001,999
"NSE27JUN07.R1",160,0.00868055555555556,0.0187618173729285,0.00266979988575644,1,-3.77603650039732,0.001,999
"NSE27JUN07.R2",159,0.00838574423480084,0.0188605796572254,0.00265488855077448,1,-3.94548969649548,0.001,999
"NSE29MAY09",117,0.01329534662868,0.0231413749932268,0.00354474469230908,4,-2.77764104870782,0.004,999
"NSE30MAY07.R1",125,0.00888888888888889,0.02224669113558,0.00322107326691207,1,-4.14700354192713,0.001,999
"NSE30MAY07.R2",111,0.00900900900900901,0.0240931622313004,0.00373281397786905,1,-4.04096033494346,0.001,999
"NSE30OCT07.R1",163,0.0126107702794819,0.0186587405401311,0.00275062253813114,15.5,-2.1987641622243,0.0155,999
"NSE30OCT07.R2",145,0.0134099616858238,0.0202240554730976,0.00288345690766796,4,-2.3631682405772,0.004,999
"NSE31JUL09.R1",185,0.0054054054054054,0.0170371572773975,0.00240546914195981,1,-4.83554399808902,0.001,999
"NSE31JUL09.R2",174,0.00606641123882503,0.0178201828904255,0.00251961119009021,1,-4.66491484790544,0.001,999
"NSH01OCT07.R1",257,0.0095114569822741,0.0136000678586066,0.00184434734761309,13.5,-2.21683344063354,0.0135,999
"NSH01OCT07.R2",209,0.00824029771398192,0.0156078460172027,0.00216347681628989,1.5,-3.40542050081004,0.0015,999
"NSH02AUG09.R1",228,0.00999025341130604,0.0147952533430116,0.00195284746054073,10,-2.46050960394783,0.01,999
"NSH02AUG09.R2",206,0.0102481121898598,0.0157754842220862,0.00212474933182741,2.5,-2.60142311821438,0.0025,999
"NSH02JUN09.R1",207,0.00885668276972625,0.0157538107081854,0.0021543954410958,1,-3.20142152498754,0.001,999
"NSH02JUN09.R2",173,0.0054592164418754,0.0178190393347747,0.0025165321956359,1,-4.91145033404832,0.001,999
"NSH03JUL07.R1",188,0.00797872340425532,0.0168634947003741,0.00243307993471004,1,-3.65165614551732,0.001,999
"NSH03JUL07.R2",159,0.006638714185884,0.0188528850303833,0.00272008388550475,1,-4.49036550291271,0.001,999
"NSH05JUL07.R1",180,0.00648148148148148,0.0173086666913827,0.00241242317699167,1,-4.48809533632608,0.001,999
"NSH05JUL07.R2",132,0.00883838383838384,0.0213403639329565,0.00323461366901258,1,-3.86506129444173,0.001,999
"NSH05JUN09.R1",222,0.01001001001001,0.0150535921306692,0.00202022799516116,5,-2.49654105018818,0.005,999
"NSH05JUN09.R2",211,0.00763559768299105,0.01550339175405,0.00204954358333659,1,-3.83880300717999,0.001,999
"NSH06MAY09.R1",234,0.00902184235517569,0.0145278231697985,0.00201942833961797,2.5,-2.72650467788542,0.0025,999
"NSH06MAY09.R2",226,0.00737463126843658,0.014744095127576,0.00198328599795355,1,-3.71578474649826,0.001,999
"NSH07AUG07.R1",220,0.00858585858585859,0.0150493928271706,0.00195390518405432,1,-3.30800813369065,0.001,999
"NSH07AUG07.R2",198,0.00701459034792368,0.016151673559081,0.00217178620003266,1,-4.20717435768763,0.001,999
"NSH07JUL09.R1",237,0.00890764181903422,0.0143152998286613,0.00187770243951001,3,-2.87993342067458,0.003,999
"NSH07JUL09.R2",168,0.00992063492063492,0.0182043816303076,0.00259902626486178,1,-3.18725009503248,0.001,999
"NSH07NOV07",131,0.0114503816793893,0.021667978410981,0.00324857376031899,1,-3.14525619100868,0.001,999
"NSH08JUN07",88,0.00883838383838384,0.0280488822155489,0.00446140802884026,1,-4.30592724381652,0.001,999
"NSH08JUN09",188,0.0103427895981087,0.0168661569370789,0.00236974763042425,2,-2.7527687991832,0.002,999
"NSH09AUG07",193,0.00834772596430627,0.0165306354137672,0.00227135625718557,1,-3.60265344706443,0.001,999
"NSH10JUL09",208,0.00641025641025641,0.0158339429172762,0.00212330151466456,1,-4.43822341854666,0.001,999
"NSH10SEP07.R1",222,0.00800800800800801,0.0150535921306692,0.00204458840353695,1,-3.44596697823043,0.001,999
"NSH10SEP07.R2",179,0.00775915580384854,0.0173562762017138,0.0024859583941866,1,-3.86053138311087,0.001,999
"NSH11JUL07",136,0.00857843137254902,0.0210230655492093,0.00314204932293784,1,-3.96067435536769,0.001,999
"NSH11JUN07.R1",161,0.0072463768115942,0.0187761951046975,0.00260949514916119,1,-4.41840955205818,0.001,999
"NSH11JUN07.R2",129,0.00559862187769164,0.0218081992414464,0.00329702914367428,1,-4.91641919358058,0.001,999
"NSH12JUN09.R1",226,0.00884955752212389,0.0148700814875839,0.00202514495066625,1,-2.97288545369524,0.001,999
"NSH12JUN09.R2",203,0.00848385331143952,0.0160371099068417,0.00219694106253493,1,-3.43807884708883,0.001,999
"NSH13JUL07.R1",192,0.00868055555555556,0.0166138360582805,0.0022291294872231,1.5,-3.5589141627693,0.0015,999
"NSH13JUL07.R2",159,0.0076869322152341,0.0189518659120336,0.00266720363459169,1,-4.22349967985254,0.001,999
"NSH13JUL09",198,0.00785634118967452,0.0162985656812817,0.00225113032949528,1,-3.75021578315282,0.001,999
"NSH15JUN09.R1",248,0.00873655913978495,0.0139267852081472,0.00190743193787771,3,-2.72105440057648,0.003,999
"NSH15JUN09.R2",231,0.0076960076960077,0.0145768664287183,0.00198455271059691,1,-3.46720885566248,0.001,999
"NSH15OCT07.R1",154,0.0111832611832612,0.0193375193375193,0.0027761719737493,2,-2.93723091773943,0.002,999
"NSH15OCT07.R2",117,0.0104463437796771,0.0231960355417146,0.00360649181307397,1,-3.53520607361932,0.001,999
"NSH16JUL07",181,0.00705954573357888,0.0172271719233045,0.00237426613022223,1,-4.28242902524746,0.001,999
"NSH17JUL09.R1",208,0.0109508547008547,0.0156703177536511,0.00210383087620282,12,-2.24327112325421,0.012,999
"NSH17JUL09.R2",195,0.00968660968660969,0.0163653682172201,0.00231243929552783,3,-2.88818761362811,0.003,999
"NSH17SEP07",226,0.00860373647984267,0.0148690972191464,0.00196042543506237,2,-3.19591892007073,0.002,999
"NSH19JUL07",56,0.00694444444444444,0.0366636477747589,0.00636247775712043,1,-4.67101095906462,0.001,999
"NSH19JUN07.R1",175,0.00634920634920635,0.0177812733368289,0.00241697216503372,1,-4.72991255464584,0.001,999
"NSH19JUN07.R2",155,0.00896057347670251,0.0192411049041873,0.00283869750673235,1,-3.62156637088072,0.001,999
"NSH19JUN09.R1",194,0.00687285223367698,0.0164889975886539,0.00235573431333469,1,-4.08201608328432,0.001,999
"NSH19JUN09.R2",159,0.00978336827393431,0.0189308805661007,0.00277794231330743,2,-3.29290937696806,0.002,999
"NSH21AUG07",180,0.00864197530864197,0.0173441960478997,0.0024335646763504,1,-3.57591512723157,0.001,999
"NSH21JUL09.R1",189,0.0114638447971781,0.0167057121789632,0.00231098718643965,7.5,-2.26823731976671,0.0075,999
"NSH21JUL09.R2",145,0.00727969348659004,0.020238245908744,0.00283685178217379,1,-4.56793425147655,0.001,999
"NSH22JUN07.R1",153,0.00617283950617284,0.0195195195195195,0.00282765904156359,1,-4.72004574001485,0.001,999
"NSH22JUN07.R2",132,0.00462962962962963,0.0215699706440447,0.00325598582285908,1,-5.20283009080788,0.001,999
"NSH22OCT07.R1",183,0.0103217972070431,0.0171406986828966,0.00244745034509613,2,-2.78612454365675,0.002,999
"NSH22OCT07.R2",160,0.0111111111111111,0.0188156906906907,0.00279553536295417,3,-2.75603009057907,0.003,999
"NSH23AUG07",202,0.0077007700770077,0.016008582840266,0.00208060749337621,1,-3.99297454695656,0.001,999
"NSH23JUN09",196,0.0110544217687075,0.0163406036421909,0.00230471294712153,7.5,-2.29364003013288,0.0075,999
"NSH24JUL09.R1",205,0.0116531165311653,0.0158586771052896,0.00212965574339608,21,-1.97476075049474,0.021,999
"NSH24JUL09.R2",159,0.0111809923130678,0.0188801659800961,0.00276457179594486,2,-2.7849425644585,0.002,999
"NSH25SEP07.R1",277,0.0080224628961091,0.0129746674070782,0.00164354484998598,2,-3.0131240477017,0.002,999
"NSH25SEP07.R2",208,0.00667735042735043,0.0157168386335053,0.00216631535377196,1,-4.17274806754956,0.001,999
"NSH26JUN09.R1",261,0.00851426138782461,0.0135130873743049,0.00178772356344668,3,-2.79619628486784,0.003,999
"NSH26JUN09.R2",253,0.00944224857268335,0.0138331128669293,0.00180723654301053,6,-2.42960132210007,0.006,999
"NSH27AUG07.R1",236,0.00870998116760829,0.0144386382616138,0.00188012099346612,1,-3.04696193165971,0.001,999
"NSH27AUG07.R2",179,0.00837988826815642,0.0173006650349915,0.00241971136275513,1,-3.68671111114582,0.001,999
"NSH27JUL09.R1",193,0.0135290731145653,0.0164401592150585,0.00233465655784904,108.5,-1.2469012158153,0.1085,999
"NSH27JUL09.R2",163,0.0132924335378323,0.0185379653682312,0.00272233260369949,26.5,-1.92685192958074,0.0265,999
"NSH27JUN07",125,0.00622222222222222,0.0223094205316428,0.00330315277992815,1,-4.87025559555573,0.001,999
"NSH29JUN09.R1",232,0.00981800766283525,0.0145782755936013,0.00200347249092857,5,-2.37600863117403,0.005,999
"NSH29JUN09.R2",194,0.00801832760595647,0.0164838377896797,0.00224954307778232,1,-3.76321319086223,0.001,999
"NSH29MAY07.R1",145,0.0137931034482759,0.0201124496143653,0.00308383362675864,13,-2.04918518017835,0.013,999
"NSH29MAY07.R2",131,0.00678541136556404,0.0215767081755207,0.00319923665524687,1,-4.62338313913051,0.001,999
"NSH29MAY09",176,0.0101010101010101,0.0175333161444273,0.00250870536786703,3,-2.96260618668676,0.003,999
"NSH30OCT07.R1",141,0.0133963750985028,0.0205962463645679,0.00302512969658778,6,-2.38002068942244,0.006,999
"NSH30OCT07.R2",120,0.0162037037037037,0.0228052126200274,0.00344628202944065,25,-1.91554517591098,0.025,999
"NSH31JUL09.R1",192,0.0138888888888889,0.0165793687205724,0.00238347276553622,130.5,-1.12880661805181,0.1305,999
"NSH31JUL09.R2",188,0.00916075650118203,0.0167525681710079,0.00236198190142561,2.5,-3.21417012774048,0.0025,999
"NSE23OCT08",184,0.0105676328502415,0.0171240080660371,0.00243987311260676,3,-2.68717876430495,0.003,999
"SSE02AUG09",261,0.00659855257556407,0.0134623768084815,0.00180890316287787,1,-3.79446748381903,0.001,999
"SSH02AUG09",311,0.0060735977134691,0.0119276117847036,0.00149880492195038,1,-3.90578786171633,0.001,999
"SSE02JUN09",221,0.00678733031674208,0.0149971489840771,0.00200678370458533,1,-4.09103315348648,0.001,999
"SSH02JUN09",277,0.00982751704773365,0.0129419431465159,0.00173204510761984,39.5,-1.79812066387931,0.0395,999
"SSE07JUL09",176,0.00757575757575758,0.0175728127117016,0.00247829475060348,1,-4.0338442929396,0.001,999
"SSH07JUL09",357,0.00575785869903517,0.0109374858830197,0.00133349220643226,1,-3.88425755996169,0.001,999
"SSE08JUN09",167,0.0146373918829009,0.0182987378596161,0.00265729847033392,87,-1.37784521294484,0.087,999
"SSH08JUN09",193,0.0100748416810593,0.016530347273007,0.00221040590573635,1.5,-2.92050685134105,0.0015,999
"SSE12AUG09",293,0.00644671975729996,0.0124749322701541,0.00155517459617328,1,-3.87622877051066,0.001,999
"SSH12AUG09",243,0.00800182898948331,0.0141721511177387,0.00185814936352537,1,-3.32068145294238,0.001,999
"SSE13JUL09",283,0.0060855908912446,0.0127188436964644,0.00163572622892667,1,-4.0552341143129,0.001,999
"SSH13JUL09",299,0.00817539947974731,0.0123228021778746,0.00158365146722278,2.5,-2.61888602635563,0.0025,999
"SSE15JUN09",195,0.0113960113960114,0.0163750645232127,0.00217955700122021,8.5,-2.2844335451717,0.0085,999
"SSH15JUN09",318,0.00733752620545073,0.0118088039122281,0.00149500720103658,1.5,-2.9908068025874,0.0015,999
"SSE17AUG09",336,0.00727513227513227,0.0113067763530726,0.00137131558132102,2,-2.9399826946155,0.002,999
"SSE21JUL09",259,0.00664950664950665,0.0135004159028183,0.00175614423671304,1,-3.90110852519406,0.001,999
"SSH21JUL09",285,0.0087719298245614,0.0126719311904497,0.00162123355382236,6.5,-2.40557651714852,0.0065,999
"SSE23JUN09",209,0.00983519404572036,0.0156243431097232,0.00212839389835049,3,-2.71996131378194,0.003,999
"SSH23JUN09",343,0.00809847748623259,0.0111953547327697,0.00140710929236158,12.5,-2.20087896750334,0.0125,999
"SSE24AUG09",272,0.00674019607843137,0.01303979633228,0.00164901549369853,1,-3.82021895968936,0.001,999
"SSH24AUG09",355,0.00688575899843505,0.0110128908250974,0.00130941592625204,2,-3.15188760417439,0.002,999
"SSE27JUL09.R1",236,0.00635593220338983,0.0143780786436154,0.00191086860897186,1,-4.19816747345168,0.001,999
"SSE27JUL09.R2",236,0.0051789077212806,0.0144440579939638,0.00190647281770405,1,-4.85983864372176,0.001,999
"SSH27JUL09",288,0.00964506172839506,0.0125818333765865,0.00163763852281695,35,-1.79329663248259,0.035,999
"SSE29JUN09",215,0.00878552971576227,0.0153923949789583,0.00207430840805627,1,-3.18509303512248,0.001,999
"SSH29JUN09",328,0.00694444444444444,0.011573056796634,0.00149550972861704,1,-3.09500651424706,0.001,999
"SSE29MAY09",263,0.00971694127587664,0.0133100992839058,0.00173486347520391,6.5,-2.07114741844848,0.0065,999
"SSH29MAY09",339,0.00721075057358243,0.011263803954725,0.00141455826140189,2,-2.86524315875528,0.002,999
"SSE01OCT07.R1",234,0.00712250712250712,0.0143880822893169,0.00191053126305651,1,-3.80290828383835,0.001,999
"SSE01OCT07.R2",183,0.0063752276867031,0.0171264160335199,0.00233064024251116,1,-4.61297636190853,0.001,999
"SSE03JUL07.R1",201,0.00884466556108347,0.0160406398659577,0.00221389566831431,1,-3.25036739890881,0.001,999
"SSE03JUL07.R2",173,0.00578034682080925,0.0177634281680524,0.00254860299478573,1,-4.70182345848284,0.001,999
"SSE03JUL08",204,0.0108932461873638,0.0159364157185508,0.00216419693857465,11,-2.33027292539672,0.011,999
"SSE04AUG08",239,0.00650860065086006,0.0143067288581003,0.00187244612966005,1,-4.16467426417017,0.001,999
"SSE04OCT08",261,0.00404427415921669,0.013435743107944,0.00181072081623262,1,-5.18659136435358,0.001,999
"SSE05JUL07.R1",110,0.0101010101010101,0.0243041020818799,0.00378705554035401,1,-3.75043139175669,0.001,999
"SSE05JUL07.R2",83,0.00937081659973226,0.0291764321215459,0.00476821200670483,1,-4.15367762464504,0.001,999
"SSE05JUN08",206,0.00512405609492988,0.0158351447456086,0.00219375495795645,1,-4.88253649835916,0.001,999
"SSE07AUG07.R1",130,0.0115384615384615,0.0215891104779994,0.00321145677519872,1,-3.12962298516876,0.001,999
"SSE07AUG07.R2",119,0.00887021475256769,0.0230206864193792,0.00347530371372455,1,-4.07172231046426,0.001,999
"SSE07AUG08",264,0.00694444444444444,0.0134193536971315,0.00181641507047333,1,-3.56466391296774,0.001,999
"SSE07JUL08",195,0.00769230769230769,0.0164263979078794,0.00226321752463355,1,-3.85914748383979,0.001,999
"SSE07NOV07.R1",268,0.00704809286898839,0.0132261199839973,0.0017687628359005,1,-3.49285217306342,0.001,999
"SSE07NOV07.R2",200,0.0108333333333333,0.0160504949393838,0.00217030530407895,7,-2.40388372836079,0.007,999
"SSE09AUG07.R1",250,0.00711111111111111,0.013817372928484,0.00181921596090233,1,-3.68634728448986,0.001,999
"SSE09AUG07.R2",245,0.00634920634920635,0.013927532975152,0.00186472158853567,1,-4.06405260310028,0.001,999
"SSE09SEP08",284,0.00586854460093897,0.012734565551467,0.00162652065833747,1,-4.22129341876667,0.001,999
"SSE10JUL08",260,0.00598290598290598,0.013461966239744,0.00175399580236158,1,-4.26401263148305,0.001,999
"SSE10OCT08",270,0.00699588477366255,0.0132544066700445,0.00171896747238011,1,-3.64086115470022,0.001,999
"SSE11AUG08",234,0.00641025641025641,0.0145392305886133,0.00194943225449952,1,-4.16991878512027,0.001,999
"SSE11JUL07",159,0.00803633822501747,0.0189123435105266,0.00275803916110285,1,-3.94338319734378,0.001,999
"SSE13JUL07.R1",100,0.0127777777777778,0.0256906906906907,0.0040083248209539,1,-3.22152357648498,0.001,999
"SSE13JUL07.R2",95,0.0116959064327485,0.0266763839863255,0.00407856260350815,1,-3.67297967688215,0.001,999
"SSE14AUG08",235,0.00567375886524823,0.0144671858619849,0.00189062431139675,1,-4.65107051873269,0.001,999
"SSE14JUL08",255,0.00501089324618736,0.0135902787318909,0.00180312955099096,1,-4.75805273170114,0.001,999
"SSE15OCT07.R1",248,0.00784050179211469,0.013935306274016,0.00181583649174184,1,-3.35647207753536,0.001,999
"SSE15OCT07.R2",248,0.00896057347670251,0.0139023432034185,0.00182825910388784,2,-2.7029919972542,0.002,999
"SSE16JUL07.R1",85,0.00849673202614379,0.0285252572834272,0.00463498318753549,1,-4.3211645969169,0.001,999
"SSE16JUL07.R2",84,0.00925925925925926,0.0287695102509917,0.00470409350140746,1,-4.1475049307364,0.001,999
"SSE17SEP07.R1",269,0.00640231309376291,0.0131420143811718,0.00172353779273622,1,-3.91038787534165,0.001,999
"SSE17SEP07.R2",259,0.00707850707850708,0.0135216726808318,0.00176790883404174,1,-3.64451236300154,0.001,999
"SSE18JUL08",250,0.00533333333333333,0.0138874429985541,0.00181275035964277,1,-4.71885696765576,0.001,999
"SSE19JUL07.R1",291,0.00515463917525773,0.0124710430170529,0.00162089977567326,1,-4.51379163079733,0.001,999
"SSE19JUL07.R2",265,0.0111111111111111,0.0133542347378825,0.00165962078042913,81,-1.35158805747866,0.081,999
"SSE19JUN07.R1",98,0.0153061224489796,0.0261837801520341,0.00409786419194299,4,-2.65447003452228,0.004,999
"SSE19JUN07.R2",91,0.0170940170940171,0.0273625273625274,0.00436992395108235,11.5,-2.34981440946288,0.0115,999
"SSE19JUN07.R3",78,0.0128205128205128,0.0302310857866413,0.00486660844331235,1,-3.57755779387881,0.001,999
"SSE21AUG07.R1",233,0.00619933237958989,0.0145235841468555,0.00193406377889242,1,-4.30402133482519,0.001,999
"SSE21AUG07.R2",201,0.00608070757324489,0.0160492167125666,0.00222317485657306,1,-4.4839069270007,0.001,999
"SSE21AUG08",276,0.00905797101449275,0.0130484752062852,0.0016494419231196,7.5,-2.41930566687984,0.0075,999
"SSE21JUL08",218,0.00509683995922528,0.0151935829815544,0.00209467994669713,1,-4.82018412323543,0.001,999
"SSE21SEP08",269,0.00433705080545229,0.013180673445027,0.00164093095300782,1,-5.38939351675,0.001,999
"SSE22JUN07.R1",81,0.0137174211248285,0.0294265458874512,0.00495848749351006,2,-3.16812834219783,0.002,999
"SSE22JUN07.R2",69,0.0144927536231884,0.0324906226677563,0.00559896806458375,1,-3.21449753543217,0.001,999
"SSE22OCT07",222,0.00900900900900901,0.0149834519203889,0.00197981459475004,1,-3.01767798218203,0.001,999
"SSE23AUG07.R1",215,0.00723514211886305,0.0153052277083285,0.00201213624614407,1,-4.01070534111715,0.001,999
"SSE23AUG07.R2",182,0.00824175824175824,0.0172015727571283,0.00247801918652964,1,-3.61571636090434,0.001,999
"SSE23MAY08",219,0.00989345509893455,0.0150459947517279,0.00213623685224891,5.5,-2.41197021171553,0.0055,999
"SSE24JUL07.R1",252,0.00661375661375661,0.0137474335005199,0.00181268580823505,1,-3.93541829166143,0.001,999
"SSE24JUL07.R2",242,0.00918273645546373,0.0141964737924334,0.00190020253299456,1,-2.63852786737866,0.001,999
"SSE24SEP07.R1",263,0.00739332488381918,0.0133800890032407,0.00175406942656727,1.5,-3.41307135780688,0.0015,999
"SSE24SEP07.R2",220,0.00631313131313131,0.0151719901719902,0.00203699725547629,1,-4.34897928067531,0.001,999
"SSE25JUN07",176,0.00726010101010101,0.0176394829172607,0.00244877947032841,1,-4.23859397423309,0.001,999
"SSE26AUG08",283,0.00628190027483314,0.012816114111756,0.00163045144702413,1,-4.00761019216427,0.001,999
"SSE27AUG07",225,0.00740740740740741,0.014851888925963,0.00199251329888429,1,-3.73622676582592,0.001,999
"SSE27JUN07.R1",229,0.00873362445414847,0.0146985899048005,0.00198909678978782,1,-2.99883116863725,0.001,999
"SSE27JUN07.R2",189,0.0067607289829512,0.0168475353660539,0.00232124042090765,1,-4.34543802195144,0.001,999
"SSE27SEP08",248,0.0053763440860215,0.0139404637612523,0.00179996838967229,1,-4.75792781938243,0.001,999
"SSE30APR08",242,0.00780532598714417,0.0141994611691581,0.0018238427160523,1,-3.50585888011991,0.001,999
"SSE30OCT07.R1",249,0.00892458723784025,0.0138683976256489,0.00178856073510591,2.5,-2.76412776528713,0.0025,999
"SSE30OCT07.R2",217,0.00870455709165386,0.0152548862226282,0.00211567786897947,1,-3.09609001777476,0.001,999
"SSE31JUL07",97,0.0120274914089347,0.0263963849301765,0.00418133210834395,1,-3.4364391894555,0.001,999
"SSE31JUL08",192,0.00954861111111111,0.0166312145478812,0.00230557733837835,2,-3.07194355135002,0.002,999
"SSH01OCT07.R1",293,0.00530906332954114,0.0124810058446767,0.00152816542609587,1,-4.69317155895766,0.001,999
"SSH01OCT07.R2",190,0.00701754385964912,0.0166593494078874,0.00225478802295212,1,-4.27614722541172,0.001,999
"SSH03JUL07",197,0.00817822899041173,0.0163829932583458,0.00225375115847795,1,-3.64049253488794,0.001,999
"SSH03JUL08",313,0.00780972665956691,0.0119446745289841,0.00147401328079238,5,-2.80523108122496,0.005,999
"SSH04AUG08",325,0.0064957264957265,0.0116728694506472,0.00143715338946976,1,-3.60235935346528,0.001,999
"SSH04OCT08",266,0.00772765246449457,0.0133069577514022,0.00173483499812652,2,-3.21604376954168,0.002,999
"SSH05JUL07.R1",334,0.00698602794411178,0.0113644915707457,0.00141598507992216,1,-3.092167911031,0.001,999
"SSH05JUL07.R2",336,0.00694444444444444,0.0113858898581121,0.00136808337895515,1,-3.24647275304208,0.001,999
"SSH06JUN07",172,0.00645994832041344,0.0179375111545654,0.00255084736765806,1,-4.49950984119037,0.001,999
"SSH07AUG07",199,0.00837520938023451,0.0161554631124704,0.00223100705108804,1,-3.48732816798652,0.001,999
"SSH07AUG08",259,0.00536250536250536,0.0135957493314851,0.00178928836419147,1,-4.60140698042267,0.001,999
"SSH07JUL08",299,0.00761798587885544,0.0122763045468359,0.00158404567277804,3,-2.94077295120596,0.003,999
"SSH07NOV07.R1",337,0.00708869106495219,0.0113554042007718,0.00144334081918243,1,-2.95613695609085,0.001,999
"SSH07NOV07.R2",318,0.00576519916142558,0.0118140502487113,0.00145022751241465,1,-4.17096699345768,0.001,999
"SSH09AUG07.R1",314,0.00725406935598018,0.0119066341642421,0.00149082933304013,1.5,-3.12078968742472,0.0015,999
"SSH09AUG07.R2",261,0.00957854406130268,0.0135220362976855,0.00171360309430501,10.5,-2.30128683210752,0.0105,999
"SSH09JUN08",290,0.00938697318007663,0.0124831728280004,0.00150354376028239,15.5,-2.05926806369924,0.0155,999
"SSH09SEP08",309,0.0075512405609493,0.012019390839959,0.00152039255181381,1,-2.93881358053171,0.001,999
"SSH10JUL08",327,0.00696568127760788,0.0115433136160285,0.00147939636790359,1,-3.09425684538315,0.001,999
"SSH10OCT08",321,0.00692281066112842,0.0116793844727386,0.00147390982473699,1,-3.2271810200186,0.001,999
"SSH10SEP07.R1",326,0.00766871165644172,0.0115973164712088,0.00140532817014823,2,-2.79550705537532,0.002,999
"SSH10SEP07.R2",312,0.00908119658119658,0.0119564008452897,0.00150342216739646,25,-1.91243971683102,0.025,999
"SSH11AUG08",288,0.00713734567901235,0.0126100251486054,0.00162524221713079,2.5,-3.36730083178281,0.0025,999
"SSH11JUL07",218,0.0099388379204893,0.0152764895374477,0.00208172419636435,3,-2.56405321429248,0.003,999
"SSH13JUL07.R1",305,0.00692167577413479,0.0121580596990433,0.00144316998967071,2,-3.6283902536688,0.002,999
"SSH13JUL07.R2",290,0.00651340996168582,0.0125627543252064,0.00158414754632906,1,-3.81867483085065,0.001,999
"SSH14AUG08.R1",294,0.00850340136054422,0.0124693854852585,0.00157061223900127,8.5,-2.52511983940492,0.0085,999
"SSH14JUL08.R2",315,0.00493827160493827,0.0118485328361872,0.00154410666031575,1,-4.47524863977713,0.001,999
"SSH14JUN07",211,0.0081621906266456,0.0156098700069211,0.00209307465518007,1,-3.55824832231545,0.001,999
"SSH15OCT07",294,0.00831443688586546,0.0124637108764093,0.00156099657753888,3,-2.65809294539628,0.003,999
"SSH16JUL07.R1",322,0.00707384403036577,0.0117002786084912,0.00144857401312001,1,-3.19378543051505,0.001,999
"SSH16JUL07.R2",269,0.00660883932259397,0.0131955582182761,0.0017720236522423,1,-3.71706037182255,0.001,999
"SSH17JUN08",279,0.00796495420151334,0.012925310814598,0.0016077751074149,2,-3.08523038465264,0.002,999
"SSH18AUG08",279,0.00617283950617284,0.0128120952493712,0.00163154253506635,1,-4.06931207768262,0.001,999
"SSH18JUL08",275,0.00747474747474747,0.0129715574160019,0.001684056880952,1.5,-3.26402866995029,0.0015,999
"SSH19JUL07.R1",176,0.0091540404040404,0.0176252641530419,0.00240173347863938,1,-3.52712897760855,0.001,999
"SSH19JUL07.R2",122,0.0100182149362477,0.0226747694871556,0.0033610900568418,1,-3.76561006603925,0.001,999
"SSH19JUN07.R1",260,0.0102564102564103,0.0134790773679663,0.0017710655487157,37.5,-1.81962046175701,0.0375,999
"SSH19JUN07.R2",194,0.00801832760595647,0.01645574555082,0.00217477790838658,1,-3.87966877552249,0.001,999
"SSH21AUG07.R1",239,0.00650860065086006,0.0142815991258576,0.00188748780486622,1,-4.11817149491383,0.001,999
"SSH21AUG07.R2",176,0.0091540404040404,0.0176202085924308,0.00245502706650531,1,-3.44850299367243,0.001,999
"SSH21AUG08",318,0.006638714185884,0.0118444790003141,0.00147793256992704,1,-3.52232904285144,0.001,999
"SSH21JUL08",312,0.00534188034188034,0.0119649564094009,0.00146566722672316,1,-4.51881296570158,0.001,999
"SSH21SEP08",335,0.00862354892205638,0.0113742266312747,0.00140772844702055,29,-1.95398318123082,0.029,999
"SSH22JUN07.R1",249,0.00825524319500223,0.0139135119054798,0.00187888663530549,2,-3.01150085596174,0.002,999
"SSH22JUN07.R2",175,0.00825396825396825,0.0177069132624688,0.00242544596375728,1,-3.89740491017038,0.001,999
"SSH22OCT07.R1",312,0.00765669515669516,0.011954083713343,0.0015044008449061,1,-2.85654489705903,0.001,999
"SSH22OCT07.R2",229,0.00849102377486657,0.0146995612788917,0.00195592985024803,1,-3.17421276802838,0.001,999
"SSH23AUG07.R1",304,0.00840643274853801,0.0121803089639347,0.00154906503295408,3.5,-2.43622839268398,0.0035,999
"SSH23AUG07.R2",250,0.008,0.0139310421532644,0.00183075976804072,1.5,-3.23966161852671,0.0015,999
"SSH23JUN08",312,0.00765669515669516,0.0119300211892804,0.00148611746492522,2,-2.87549681195647,0.002,999
"SSH24JUL07",167,0.00964737192282102,0.0183217149285014,0.00252109306662481,1,-3.44070717599226,0.001,999
"SSH24JUL08",157,0.00707714083510262,0.0188968161367312,0.00272453377301891,1,-4.33823776334835,0.001,999
"SSH24SEP07",210,0.00714285714285714,0.0155671544560433,0.00217244754474299,1,-3.87779089698704,0.001,999
"SSH25JUN07.R1",239,0.00743840074384007,0.014246464037259,0.00188787338145794,1,-3.60620757741778,0.001,999
"SSH25JUN07.R2",191,0.00959860383944154,0.0166382205358354,0.00223800316677205,1,-3.14549005153884,0.001,999
