OTU,Taxonomy
Otu0986,k__Bacteria(100);p__Chlamydiae(97);c__Chlamydiia(97);o__Chlamydiales(97);unclassified;unclassified;unclassified;
Otu0987,k__Bacteria(100);p__TM6(66);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0988,k__Bacteria(100);p__Chlamydiae(92);c__Chlamydiia(92);o__Chlamydiales(92);f__Rhabdochlamydiaceae(61);g__CandidatusRhabdochlamydia(61);s__(61);
Otu0989,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0990,k__Bacteria(100);p__Proteobacteria(98);c__Alphaproteobacteria(94);o__Rickettsiales(77);f__Rickettsiaceae(76);g__Rickettsia(76);s__(76);
Otu0991,k__Bacteria(100);p__Bacteroidetes(99);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0992,k__Bacteria(100);p__Spirochaetes(68);c__Spirochaetes(68);o__Spirochaetales(68);f__Spirochaetaceae(68);g__Treponema(68);s__phagedenis(68);
Otu0993,k__Bacteria(100);p__Verrucomicrobia(94);c__[Pedosphaerae](89);o__[Pedosphaerales](89);f__auto67_4W(89);g__(89);s__(89);
Otu0994,k__Bacteria(100);p__TM7(77);c__SC3(76);o__(76);f__(76);g__(76);s__(76);
Otu0995,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0996,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0997,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0998,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu0999,k__Bacteria(100);p__Proteobacteria(94);c__Alphaproteobacteria(78);o__Rhodospirillales(61);unclassified;unclassified;unclassified;
Otu1000,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(98);g__CandidatusRhodoluna(86);s__(86);
Otu1001,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1002,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1003,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1004,k__Bacteria(100);p__Actinobacteria(90);c__Thermoleophilia(75);o__Solirubrobacterales(75);unclassified;unclassified;unclassified;
Otu1005,k__Bacteria(100);p__Chlamydiae(65);c__Chlamydiia(65);o__Chlamydiales(65);f__Parachlamydiaceae(65);unclassified;unclassified;
Otu1006,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);f__Chitinophagaceae(100);g__(100);s__(100);
Otu1007,k__Bacteria(100);p__Proteobacteria(83);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1008,k__Bacteria(100);p__Proteobacteria(98);c__Gammaproteobacteria(88);unclassified;unclassified;unclassified;unclassified;
Otu1009,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1010,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1011,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1012,k__Bacteria(100);p__Firmicutes(96);c__Clostridia(96);o__Clostridiales(96);f__Clostridiaceae(94);g__Caloramator(91);s__(91);
Otu1013,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);acI(100);acI-B(94);acI-B4(94);unclassified;
Otu1014,k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(93);o__Desulfobacterales(92);f__Desulfobulbaceae(92);unclassified;unclassified;
Otu1015,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Thiobacterales(82);f__Thiobacteraceae(82);g__(82);s__(82);
Otu1016,k__Bacteria(100);p__Proteobacteria(99);c__Gammaproteobacteria(96);unclassified;unclassified;unclassified;unclassified;
Otu1017,k__Bacteria(100);p__Verrucomicrobia(99);c__Opitutae(99);o__Opitutales(99);f__Opitutaceae(99);g__Opitutus(99);s__(99);
Otu1018,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1019,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1020,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1021,k__Bacteria(100);p__OP3(86);c__PBS-25(86);o__(86);f__(86);g__(86);s__(86);
Otu1022,k__Bacteria(100);p__Cyanobacteria(95);c__4C0d-2(95);o__MLE1-12(94);f__(94);g__(94);s__(94);
Otu1023,k__Bacteria(100);p__TM6(74);c__SJA-4(62);o__(60);f__(60);g__(60);s__(60);
Otu1024,k__Bacteria(100);p__Proteobacteria(93);c__Betaproteobacteria(93);unclassified;unclassified;unclassified;unclassified;
Otu1025,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1026,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(94);unclassified;unclassified;unclassified;unclassified;
Otu1027,k__Bacteria(100);p__Cyanobacteria(77);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1028,k__Bacteria(100);p__Proteobacteria(98);c__Gammaproteobacteria(95);unclassified;unclassified;unclassified;unclassified;
Otu1029,k__Bacteria(100);p__Proteobacteria(78);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1030,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(99);g__Mycobacterium(99);s__llatzerense(64);
Otu1031,k__Bacteria(100);p__Proteobacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1032,k__Bacteria(100);p__Bacteroidetes(98);c__Sphingobacteriia(61);o__Sphingobacteriales(61);f__(61);g__(61);s__(61);
Otu1033,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);acTH2(100);Myco(100);unclassified;unclassified;
Otu1034,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](99);o__[Saprospirales](99);f__Chitinophagaceae(99);g__(99);s__(99);
Otu1035,k__Bacteria(100);p__Chlorobi(100);c__Chlorobia(100);o__Chlorobiales(100);f__Chlorobiaceae(100);g__Prosthecochloris(68);s__(68);
Otu1036,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1037,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1038,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);Luna1(100);Luna1-A(100);Luna1-A2(100);unclassified;
Otu1039,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Acetobacteraceae(100);g__(78);s__(78);
Otu1040,k__Bacteria(100);p__Proteobacteria(98);c__Betaproteobacteria(76);unclassified;unclassified;unclassified;unclassified;
Otu1041,k__Bacteria(100);p__Cyanobacteria(96);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1042,k__Bacteria(100);p__Proteobacteria(96);c__Deltaproteobacteria(89);unclassified;unclassified;unclassified;unclassified;
Otu1043,k__Bacteria(100);p__Bacteroidetes(99);c__Sphingobacteriia(64);o__Sphingobacteriales(64);unclassified;unclassified;unclassified;
Otu1044,k__Bacteria(100);p__Proteobacteria(98);c__Deltaproteobacteria(92);unclassified;unclassified;unclassified;unclassified;
Otu1045,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1046,k__Bacteria(100);p__Proteobacteria(99);c__Alphaproteobacteria(99);o__Rhodospirillales(99);f__Acetobacteraceae(99);unclassified;unclassified;
Otu1047,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Ellin329(98);f__(98);g__(98);s__(98);
Otu1048,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1049,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(99);o__Sphingomonadales(99);f__Sphingomonadaceae(70);unclassified;unclassified;
Otu1050,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(96);f__Oxalobacteraceae(96);g__Polynucleobacter(94);s__(94);
Otu1051,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1052,k__Bacteria(100);p__Proteobacteria(98);c__Gammaproteobacteria(94);o__Xanthomonadales(66);unclassified;unclassified;unclassified;
Otu1053,k__Bacteria(100);p__Chlorobi(98);c__BSV26(98);o__PK329(98);f__(98);g__(98);s__(98);
Otu1054,k__Bacteria(100);p__Verrucomicrobia(68);c__Verruco-5(65);o__WCHB1-41(64);f__(64);g__(64);s__(64);
Otu1055,k__Bacteria(100);p__Cyanobacteria(90);c__4C0d-2(90);o__MLE1-12(88);f__(88);g__(88);s__(88);
Otu1056,k__Bacteria(100);p__TM6(60);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1057,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1058,k__Bacteria(100);p__Planctomycetes(100);c__Planctomycetia(100);o__Pirellulales(100);f__Pirellulaceae(100);g__(99);s__(99);
Otu1059,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1060,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1061,k__Bacteria(100);p__WS4(86);c__(86);o__(86);f__(86);g__(86);s__(86);
Otu1062,k__Bacteria(100);p__Proteobacteria(99);c__Betaproteobacteria(88);o__Burkholderiales(67);f__Oxalobacteraceae(67);g__Oxalobacter(67);s__(67);
Otu1063,k__Bacteria(100);p__Proteobacteria(89);c__Betaproteobacteria(89);unclassified;unclassified;unclassified;unclassified;
Otu1064,k__Bacteria(100);p__Bacteroidetes(98);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1065,k__Bacteria(100);p__Proteobacteria(99);c__Betaproteobacteria(86);unclassified;unclassified;unclassified;unclassified;
Otu1066,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1067,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1068,k__Bacteria(100);p__Proteobacteria(75);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1069,k__Bacteria(100);p__Proteobacteria(68);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1070,k__Bacteria(100);p__WS3(92);c__PRR-12(92);o__Sediment-1(92);f__PRR-10(91);g__(91);s__(91);
Otu1071,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1072,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1073,k__Bacteria(100);p__Bacteroidetes(100);c__Sphingobacteriia(66);o__Sphingobacteriales(66);f__(66);g__(66);s__(66);
Otu1074,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1075,k__Bacteria(100);p__Proteobacteria(99);c__Alphaproteobacteria(97);o__Caulobacterales(91);f__Caulobacteraceae(91);g__(76);s__(76);
Otu1076,k__Bacteria(100);p__Proteobacteria(94);c__Alphaproteobacteria(88);unclassified;unclassified;unclassified;unclassified;
Otu1077,k__Bacteria(100);p__Bacteroidetes(100);c__Bacteroidia(92);o__Bacteroidales(92);f__Porphyromonadaceae(92);g__Paludibacter(91);s__(91);
Otu1078,k__Bacteria(100);p__Proteobacteria(99);c__Alphaproteobacteria(99);o__Rhodospirillales(98);f__Acetobacteraceae(98);g__Acidisoma(62);s__(62);
Otu1079,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1080,k__Bacteria(100);p__Proteobacteria(92);c__Alphaproteobacteria(83);o__Rickettsiales(83);f__(83);g__(83);s__(83);
Otu1081,k__Bacteria(100);p__Proteobacteria(97);c__Alphaproteobacteria(95);o__Rhodospirillales(91);f__Acetobacteraceae(82);unclassified;unclassified;
Otu1082,k__Bacteria(100);p__Bacteroidetes(100);c__Sphingobacteriia(100);o__Sphingobacteriales(100);f__Sphingobacteriaceae(100);g__(87);s__(87);
Otu1083,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1084,k__Bacteria(100);p__TM6(100);c__SJA-4(96);o__(82);f__(82);g__(82);s__(82);
Otu1085,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Methylocystaceae(98);g__(98);s__(98);
Otu1086,k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);unclassified;unclassified;unclassified;unclassified;
Otu1087,k__Bacteria(100);p__Bacteroidetes(92);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1088,k__Bacteria(100);p__Chlamydiae(68);c__Chlamydiia(68);o__Chlamydiales(68);unclassified;unclassified;unclassified;
Otu1089,k__Bacteria(100);p__Bacteroidetes(98);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1090,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1091,k__Bacteria(100);p__Bacteroidetes(100);c__[Saprospirae](100);o__[Saprospirales](100);f__Chitinophagaceae(100);g__(88);s__(88);
Otu1092,k__Bacteria(100);p__Actinobacteria(85);c__Thermoleophilia(72);o__Solirubrobacterales(72);unclassified;unclassified;unclassified;
Otu1093,k__Bacteria(100);p__Verrucomicrobia(96);c__[Spartobacteria](93);o__[Chthoniobacterales](93);f__[Chthoniobacteraceae](93);g__(63);s__(63);
Otu1094,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1095,k__Bacteria(100);p__SR1(96);c__(96);o__(96);f__(96);g__(96);s__(96);
Otu1096,k__Bacteria(100);p__Proteobacteria(77);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1097,k__Bacteria(100);p__Proteobacteria(99);c__Alphaproteobacteria(92);o__Rhodospirillales(89);f__Rhodospirillaceae(87);g__Telmatospirillum(86);unclassified;
Otu1098,k__Bacteria(100);p__Armatimonadetes(97);c__SJA-176(97);o__RB046(97);f__(97);g__(97);s__(97);
Otu1099,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);alfVII(100);unclassified;unclassified;unclassified;
Otu1100,k__Bacteria(100);p__TM6(80);c__SBRH58(65);o__(65);f__(65);g__(65);s__(65);
Otu1101,k__Bacteria(100);p__Spirochaetes(71);c__Spirochaetes(71);o__Spirochaetales(70);f__Spirochaetaceae(70);g__Treponema(70);s__phagedenis(70);
Otu1102,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1103,k__Bacteria(100);p__Bacteroidetes(99);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1104,k__Bacteria(100);p__Verrucomicrobia(97);c__Opitutae(97);o__Opitutales(97);f__Opitutaceae(97);g__Opitutus(97);s__(97);
Otu1105,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1106,k__Bacteria(100);p__Proteobacteria(97);c__Alphaproteobacteria(97);o__Rhodospirillales(96);f__Acetobacteraceae(96);unclassified;unclassified;
Otu1107,k__Bacteria(100);p__Cyanobacteria(84);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1108,k__Bacteria(100);p__Bacteroidetes(96);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1109,k__Bacteria(100);p__Verrucomicrobia(81);c__Verruco-5(78);unclassified;unclassified;unclassified;unclassified;
Otu1110,k__Bacteria(100);p__Proteobacteria(92);c__Betaproteobacteria(92);o__SBla14(70);f__(70);g__(70);s__(70);
Otu1111,k__Bacteria(100);p__Proteobacteria(94);c__Gammaproteobacteria(81);unclassified;unclassified;unclassified;unclassified;
Otu1112,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1113,k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobia(100);o__Acidimicrobiales(100);acV(100);acV-A(100);acV-A1(100);unclassified;
Otu1114,k__Bacteria(100);p__Proteobacteria(94);c__Gammaproteobacteria(92);unclassified;unclassified;unclassified;unclassified;
Otu1115,k__Bacteria(100);p__Proteobacteria(91);c__Alphaproteobacteria(84);unclassified;unclassified;unclassified;unclassified;
Otu1116,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Acetobacteraceae(100);g__(69);s__(69);
Otu1117,k__Bacteria(100);p__Proteobacteria(100);c__Epsilonproteobacteria(100);o__Campylobacterales(100);f__Campylobacteraceae(100);g__Sulfurospirillum(100);s__(100);
Otu1118,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1119,k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__Solibacteraceae(98);g__CandidatusSolibacter(98);s__(98);
Otu1120,k__Bacteria(100);p__Cyanobacteria(100);c__Synechococcophycideae(99);o__Synechococcales(98);f__Synechococcaceae(97);g__Synechococcus(97);s__(97);
Otu1121,k__Bacteria(100);p__Fibrobacteres(98);c__TG3(98);o__(98);f__(98);g__(98);s__(98);
Otu1122,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1123,k__Bacteria(100);p__Proteobacteria(78);c__Alphaproteobacteria(62);unclassified;unclassified;unclassified;unclassified;
Otu1124,k__Bacteria(100);p__TM6(98);c__SJA-4(94);o__(81);f__(81);g__(81);s__(81);
Otu1125,k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Intrasporangiaceae(78);g__Janibacter(65);s__(65);
Otu1126,k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(98);f__Comamonadaceae(98);g__Variovorax(89);s__paradoxus(89);
Otu1127,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1128,k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__Solibacteraceae(95);g__CandidatusSolibacter(93);s__(93);
Otu1129,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1130,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);g__Telmatospirillum(100);s__siberiense(93);
Otu1131,k__Bacteria(100);p__Chloroflexi(99);c__Anaerolineae(99);unclassified;unclassified;unclassified;unclassified;
Otu1132,k__Bacteria(100);p__Proteobacteria(61);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1133,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(99);o__Rhodospirillales(99);f__Acetobacteraceae(99);unclassified;unclassified;
Otu1134,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1135,k__Bacteria(100);p__Bacteroidetes(97);unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1136,k__Bacteria(100);p__Proteobacteria(82);c__Deltaproteobacteria(69);o__Bdellovibrionales(62);f__Bacteriovoracaceae(62);unclassified;unclassified;
Otu1137,k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);alfII(100);alfII-A(100);Brev(100);unclassified;
Otu1138,k__Bacteria(100);p__Bacteroidetes(100);c__Bacteroidia(98);o__Bacteroidales(98);f__Porphyromonadaceae(98);g__Paludibacter(98);s__(98);
Otu1139,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1140,k__Bacteria(100);unclassified;unclassified;unclassified;unclassified;unclassified;unclassified;
Otu1141,k__Bacteria(100);p__Proteobacteria(96);c__Gammaproteobacteria(92);unclassified;unclassified;unclassified;unclassified;
Otu1142,k__Bacteria(100);p__Bacteroidetes(96);c__Sphingobacteriia(86);o__Sphingobacteriales(86);f__(85);g__(85);s__(85);
