lakeid,year4,daynum,sampledate,depth,rep,sta,event,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,no3no2_sloh,nh4_sloh,kjdl_n_sloh,totpuf_sloh,drp_sloh,drsif_sloh,flagdepth,flagph,flagphair,flagalk,flagdic,flagtic,flagdoc,flagtoc,flagno3no2,flagno2,flagnh4,flagtotnf,flagtotnuf,flagtotpf,flagtotpuf,flagdrsif,flagbrsif,flagbrsiuf,flagtpm,flagno3no2_sloh,flagnh4_sloh,flagkjdl_n_sloh,flagtotpuf_sloh,flagdrp_sloh,flagdrsif_sloh
"TB",2006,152,2006-06-01,5.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,152,2006-06-01,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,152,2006-06-01,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,0.00,1,1,"Chem",4.79,5.20,,,,,,2,,448,554,670,15,29,157,,,1.55,,,,,,,,,,,"D","D","D","D",,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,2.00,1,1,"Chem",4.75,5.03,,,,,,3,,44,615,746,16,33,1053,,,2.28,,,,,,,,,,,"D","D","D","D",,,,"E",,"E",,,,,,,,,,,
"TB",2006,163,2006-06-12,3.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,5.00,1,1,"Chem",5.09,5.73,,,,,,9,,480,1065,1114,35,42,1419,,,1.28,,,,,,,,,"L",,"D","D","D","D","L",,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,5.00,2,1,"Chem",5.11,5.61,,,,,,3,,467,1098,1110,38,43,1440,,,1.16,,,,,,,,,"L",,"D","D","D","D","L",,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,163,2006-06-12,7.00,1,1,"Chem",5.00,5.40,,,,,,4,,913,1469,1889,76,113,1817,,,1.38,,,,,,,,,,,"D","D","D","D","E",,"E",,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,3.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,177,2006-06-26,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,0.00,1,1,"Chem",4.87,5.08,,0.95,1.34,21.13,19.51,4,,31,574,602,9,16,162,,,1.13,,,,,,,,,"L",,,,,,,,"NL",,,,,,,,"L",,,,,,
"TB",2006,192,2006-07-11,0.00,2,1,"Chem",4.82,5.18,,1.10,1.38,20.08,20.39,4,,22,539,596,9,13,164,,,2.10,,,,,,,,,"L",,,,,,,,"NL",,,,,,,,"L",,,,,,
"TB",2006,192,2006-07-11,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,2.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,3.00,1,1,"Chem",5.03,5.79,,5.54,6.26,23.00,22.42,3,,176,615,815,10,25,1286,,,1.63,,,,,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,
"TB",2006,192,2006-07-11,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,5.00,1,1,"Chem",5.12,5.80,,6.45,7.35,25.70,24.46,5,,485,1087,1137,39,46,1514,,,1.56,,,,,,,,,,,,,,,"E",,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,192,2006-07-11,7.00,1,1,"Chem",4.99,5.68,,10.06,11.14,38.39,38.48,6,,1344,2483,2489,151,153,2722,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,3.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,205,2006-07-24,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,0.00,1,1,"Quarterly",4.80,5.50,0,,,,,5,,7,459,519,8,12,197,,,0.60,,,,,,,,,"L",,"D","D","D","D",,,"NL",,,,,,,,"L",,,,,,
"TB",2006,220,2006-08-08,0.00,2,1,"Quarterly",4.84,5.39,0,,,,,5,,26,483,526,8,14,194,,,0.80,,,,,,,,,"L",,"D","D","D","D",,,"NL",,,,,,,,"L",,,,,,
"TB",2006,220,2006-08-08,0.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,0.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,0.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,1.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,1.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,1.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,1.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,2.00,1,1,"Quarterly",4.76,5.52,0,,,,,9,,89,557,770,12,42,1088,,,4.37,,,,,,,,,,,"D","D","D","D",,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,3.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,4.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,5.00,1,1,"Quarterly",5.11,5.79,0,,,,,10,,425,991,1050,16,24,1364,,,1.12,,,,,,,,,,,"D","D","D","D",,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,6.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,220,2006-08-08,7.00,1,1,"Quarterly",5.06,5.68,30,,,,,13,,1073,2053,2090,123,137,2263,,,2.58,,,,,,,,,,,"D","D","D","D",,,,"E",,"E",,,,,,,,,,,
"TB",2006,234,2006-08-22,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,2.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,5.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,234,2006-08-22,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,0.00,1,1,"Chem",4.89,5.38,,0.76,0.92,17.56,17.72,2,,21,492,557,7,13,229,,,0.46,,,,,,,,,,,,,,,"E",,"E",,"E",,"E",,,,,,,,,,
"TB",2006,250,2006-09-07,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,2.00,1,1,"Chem",4.77,5.37,,5.72,6.83,22.12,21.93,4,,19,526,936,7,45,1089,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,3.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,5.00,1,1,"Chem",5.15,5.75,,6.57,7.00,23.84,24.51,11,,431,,1190,,28,,,,0.45,,,,,,,,,,,,,,,,,,"C",,"C",,"C",,,,,,,,,
"TB",2006,250,2006-09-07,5.00,2,1,"Chem",5.13,5.79,,6.42,7.03,23.56,24.14,8,,420,1152,1213,21,27,1412,,,0.54,,,,,,,,,,,,,,,"L",,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,250,2006-09-07,7.00,1,1,"Chem",5.20,5.97,,8.22,13.20,35.48,37.66,11,,1127,2645,2759,180,191,2647,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,0.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,262,2006-09-19,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,0.00,1,1,"Chem",5.01,5.29,,1.90,2.04,19.27,19.25,5,,85,631,635,11,13,592,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,0.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,0.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,0.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,1.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,1.25,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,1.50,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,1.75,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,2.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,3.00,1,1,"Chem",5.13,5.76,,6.33,6.74,23.43,23.55,6,,43,603,731,12,25,1222,,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,
"TB",2006,275,2006-10-02,3.00,2,1,"Chem",5.15,5.75,,6.67,6.90,23.51,23.34,6,,39,621,746,11,27,1242,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,"L",,,,,,
"TB",2006,275,2006-10-02,4.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,5.00,1,1,"Chem",5.14,5.69,,6.21,6.17,25.45,25.10,5,,454,1116,1160,15,21,1398,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,6.00,1,1,"Chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,275,2006-10-02,7.00,1,1,"Chem",5.33,6.22,,11.40,14.89,38.39,38.83,7,,1830,3218,3336,240,250,3206,,,1.05,,,,,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,
"TB",2006,290,2006-10-17,0.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,0.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,0.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,0.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,1.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,1.25,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,1.50,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,1.75,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,2.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,3.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,3.00,2,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,4.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,5.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,6.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,290,2006-10-17,7.00,1,1,"Non-chem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,0.00,1,1,"Quarterly",4.91,5.44,-8,3.60,3.88,21.39,21.15,4,,158,764,822,13,23,989,,,0.54,,,,,,,,,,,,,,,,,,"E",,"E",,,,,,,,,,,
"TB",2006,305,2006-11-01,0.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,0.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,0.75,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,1.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,1.25,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,1.50,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,2.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,3.00,1,1,"Quarterly",4.90,5.62,-8,4.01,4.26,21.93,21.23,5,,210,761,876,15,27,997,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TB",2006,305,2006-11-01,4.00,1,1,"Quarterly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
